ticket_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1,0.2437786712862231,0.27309364414708137,0.14947262257240268,-0.012155768253727151,-0.11574580676856833,0.13834573593394695,-0.024962064968974334,-0.09627211780985596,-0.16820907861962198,-0.44321152713633527,-0.11052883904395003,-0.021250154940919044,-0.026669311098436732,0.03352929665356902,-0.206492461272819,0.0712720779533444,0.006858502371664216,0.014418991241436259,-0.16506781042992638,0.025802292178719412,0.01695927884462379,-0.12404736200229725,-0.011163031884375122,-0.10894136434673184,-0.01665783023798337,-0.013178983242532152,0.012857210400909286,-0.006493721557240879,0.016105211266751712,0.02406674937793633,0.2642933462435235,-0.011773360947556016,-0.025626548183481788,-0.014061543081967257,-0.15755310478828485,0.023274825341954,0.1974580444810778,-0.1405034664676889,-0.06519077173258603,-0.10588959924664904,-0.11916582707085582,0.3373647945949598,-0.04257048503721236,0.039068879057206574,-0.15759186694976676,0.010112571635465046,-0.07721923393733014,0.021769778633225323,0.0806556146886044,-0.18634594487600775
2,0.19344288110930552,0.08904163705037921,0.17969450947011567,0.15714593546145442,-0.0345499724287445,0.0770054649212682,0.13840718509318392,0.13799305966185316,0.12559446046630046,-0.12413629110380311,0.12949082976134416,-0.13533429484281653,0.49597709766424963,0.03153680240188987,0.3186878128224284,0.13636396547456986,-0.22427288245104934,0.045222763257481265,0.053917360185704505,-0.10163419262157009,0.06594663364471595,0.032439014891903546,-0.010672493998603564,-0.01625844578858432,0.07930859045980848,-0.12664536017113343,0.15505065809796004,0.08445689358190722,0.07736672714931739,-0.10476898528303377,-0.05127101780671782,0.09610536056222868,-0.003609838634025239,0.028106849797030733,-0.06022922743546261,0.12553173852474594,0.03702363421410708,0.03590175731352202,0.10306711775570748,0.09280967561068014,-0.08780302183910667,-0.041102049791959486,0.08984820572058501,-0.02513489891533878,-0.11858955778407959,0.13871429965455853,-0.0388215452260528,0.050445027684412905,-0.1468392507418173,0.16434061202243502
3,0.12606048002256026,-0.012649427639427308,-0.035863881836136785,-0.17645950578379943,0.282824468562134,0.33832285429899345,-0.2148510026784835,0.305193796729557,0.14468021032266887,-0.000488152680742069,-0.0128224782013083,0.035041426282196496,0.003305509801472828,-0.034679126259323935,-0.22172382495198234,0.08234892124299542,-0.10404177976938957,0.1132549838070572,0.054008289983134526,0.00795681168032819,-0.21639855022517976,0.13875804396641667,0.2136003014770128,-0.0257670271774384,0.0122778340116001,-0.05794446801090067,0.028766719543052818,-0.04129051092885635,0.09113870944507746,-0.17034054642119786,-0.07024697301472871,-0.04950131970925369,-0.04010479322563548,0.19553350184893817,0.08553213260445564,-0.02460386076700016,0.0019256336668240842,0.28985369522184656,-0.015983511087526433,-0.11986402721301351,-0.015729599679833412,0.052449456188552,-0.019030312340991028,-0.04248071626341845,-0.015113349992050181,-0.06825934900369526,-0.06377483028051344,0.04648891924541526,0.03248131348539779,-0.05746518251935758
4,0.14811644886597403,0.26517872401775966,-0.29904645656484474,0.050453435471587565,-0.03974941806328102,0.06204436707622382,0.2981381198190966,0.04419419429320537,0.08480398012238606,-0.09076165833034465,-0.049276812681215844,-0.10056393765076425,-0.029710609683137747,0.17481634672502444,-0.1629553979644168,-0.22348678922713183,0.0015342881032955925,-0.30355840594733013,0.20808777325418207,-0.07980807137716524,-0.040068080885666414,0.22544591442545933,-0.13291743835213535,0.05957497726231181,0.06848445732656332,-0.002395832857042557,0.01764961069865907,-0.005732939743407134,-0.14099045492727685,0.006132271410388818,-0.14885330868803426,0.0135031896095959,0.1353233157138097,0.025872398655542174,0.014863839912941237,0.19903610116506076,0.10178092512393051,0.04714679542773144,-0.032168545616088756,-0.10562137127800014,0.04411163528304085,-0.09946538600359311,0.10508241611964116,0.12481086470022784,-0.01558868569668237,-0.08561343149978788,0.028063545495723444,-0.03301208539903266,-0.01626491064451852,-0.091041603320473
5,0.3015523164848419,0.20851935944360436,0.3022744093753732,0.0819355801930055,-0.00042980335082323275,0.10420620676947935,-0.0660135791903617,0.0011186163935997182,0.05662402881966115,-0.18269470396379345,0.031248315708719887,0.22007070837347384,0.04783215467294448,-0.033868800663455545,-0.0021078484260275343,0.17939892806035995,-0.19226305196381172,0.05105537475895306,0.14844259755657443,0.021434059700073643,-0.11089939519894541,0.008540557540601245,0.10655313604974435,-0.06375525770782103,0.055961557305208603,-0.09629611037145082,0.18189251431476022,0.07472417174776577,-0.09151441752192332,-0.06799990244114068,-0.016320793968409,0.08997095792747582,-0.08635360121342293,0.25625388509069996,0.07024782719977296,-0.13257073487396473,0.008913624792495928,0.019267277845088217,-0.3120063761489166,0.1295840969683915,0.1580627696648083,-0.18748923895463437,-0.11174110179031392,0.11747928587430023,0.0673303529734712,-0.010860987093211878,0.1299012138159829,-0.07528526449265929,0.039286536241433204,-0.00519881928927805
6,0.09649305267596867,0.35904590650278306,-0.2768798229406966,-0.01896639536725149,-0.09284884626708581,0.05316528986985147,0.05288102299245281,-0.03828805251409158,-0.007097488947213529,-0.10074223065273058,-0.04707628462457042,-0.08387151747842198,0.045738385234225104,0.09421571584198889,-0.17978849929296883,-0.045935738900805254,-0.05459816690628011,-0.009550860811252879,-0.11399318673319096,-0.033738294313453945,0.04492849158288651,-0.03780957773334731,-0.1144883513646403,-0.1826694913397801,-0.008887973344766337,0.040747084067260304,-0.14888386172786816,-0.04235448109240507,-0.06730264830053798,0.07435879906971199,-0.13852789356861528,0.013876243063956909,0.03719952818649447,0.05235625866114561,-0.06668378904697533,-0.04136374825475295,-0.4525168082648273,0.18384781082210092,0.17428487904644,0.06694360890202329,0.12563218562186468,-0.17753120899784783,0.09447733755518944,0.12851193504136135,-0.08957667568853274,-0.10426320535805506,0.1138802540581941,-0.17607591179792975,0.07427566069779276,0.15893106722620834
7,0.15405787114518582,0.04497290171343153,0.0448482903623216,-0.05703491288918751,0.28394598948079863,-0.17902585403361945,-0.02417347534895857,-0.08848308106060623,-0.4090105607307596,0.10178757572257634,-0.04532599447882575,-0.2244644031333886,0.023551738438723133,-0.034871896804619114,0.0327033652516382,-0.0353130922926181,0.006591848323766146,-0.0922350442824065,0.1560913188737175,0.18787259067017323,-0.02976111883428259,-0.07084165549215135,-0.1359539848915853,-0.08277726641112512,0.181663288885871,0.00300757775268732,-0.14142535051115449,0.16447837701060058,0.1766433128223442,-0.31224361193465694,-0.06542677733535868,0.16066848439315817,-0.013853948649948149,-0.03269492453234513,0.21584815034331245,0.08086587674632628,-0.1525340189395065,-0.0064683579246189345,-0.1141188895401534,-0.011214488132080532,0.02012364387235902,-0.012284462159371484,-0.10741088728523115,0.03567680321506983,-0.009858187577689467,0.02025432405450552,-0.2728268379082933,-0.06817982695826524,0.07086388398800371,-0.019055060991284834
8,0.08023580921548552,0.49462830730021284,-0.3516217225370961,-0.06184624272501226,-0.17849759341193533,0.06338202526786026,-0.1402173779198495,-0.03301981432557843,-0.022230726897996343,0.30605254338944515,0.07473345894796524,0.04884510772582252,-0.005747609371868093,-0.021779707076421725,0.2815136383876108,0.09090153081457224,0.13201630461739886,0.10589167623079447,0.07012736921528183,0.09334824418949299,-0.040286397082933884,-0.1633037016319807,0.11898496920123387,0.19555742134169207,-0.023477976082037992,-0.05427688131556854,0.1339839789428362,0.03782976626668569,-0.013842110132175596,-0.05777222175348619,0.046319298218143984,-0.03618617829606101,-0.08364782599829108,-0.03375993146645438,0.09075827049226488,0.06876022183089464,0.1863101157390637,0.06564250320627546,0.06932346373297228,0.051012787225283504,-0.0213815110742645,0.040428874143974475,-0.13592871641331025,-0.04596463156700106,0.12886347674831028,-0.03671293736353345,-0.012258678848335262,-0.027219132178079922,0.04347047420075018,-0.08591267563110837
9,0.1140009997797648,-0.0032944550477799033,-0.07136346756479292,-0.1598759457797927,0.22271817521460768,0.2927797910801528,-0.1816536808207082,0.3010439854500456,0.1752470012364854,-0.014507482094836184,-0.025550912334392644,0.01959169624129,0.031290782579316764,-0.03678239048071842,-0.06676221435305256,-0.16266116890284493,0.09273402908480681,0.11587505113736495,-0.02668484802538304,0.09901215503087091,-0.05514149224917507,-0.12456930250333545,-0.23265894650458438,0.09803640506936365,-0.01591414619956049,0.1004766846114973,-0.03624530919370157,0.13692821143998968,0.031130256787707575,0.09091461037290498,-0.012790231535236524,0.21307173676965518,0.07630962632787233,-0.18902467369636933,-0.06337660569605105,0.0778596996350601,0.03237323081650658,-0.31702914760953715,-0.0992523273116283,0.2725626881811738,0.07753214912988261,-0.09658229619376131,-0.02199127084505286,-0.1982778378509783,-0.040927073699389194,-0.019085055879933255,0.09775136011634546,-0.03690045193428268,0.006775187074719781,-0.054897176982436464
10,0.2988586752600606,0.21540965431504766,0.4291908484258425,0.018760863960053432,-0.09554882838881518,0.1840530642849532,-0.04696590478218844,-0.0878993562042047,-0.18924428874724158,-0.23724094280930375,0.00038040954716521435,0.2883834547730353,-0.22065855867724687,-0.007144046573631747,-0.08501103132663052,0.07610003475721444,0.21164950558155102,-0.11154204572156222,0.06196968545076975,0.07232345527212487,-0.0050403360686386645,-0.05629671758912482,-0.0287803240640883,0.011301947877283749,0.040208676934746154,-0.26106446507030506,0.013922534697875716,-0.06345070511886176,0.061090687741558666,0.05299369188813827,-0.04318521272506577,0.04329979233403467,-0.040996409145115716,0.036674557219071716,-0.010777768318341001,0.08240739201816905,0.10729591358998902,-0.01777259239644272,0.07783713764138019,-0.019105121010436796,0.12934361976842923,0.049326474076380224,-0.02203777209784712,0.05869334802016487,-0.011330589067272677,0.04426994282868624,0.01919548831960472,-0.19100570424924262,-0.1713211566463231,-0.08007748904611821
